production_id,date,time,turbine_name,capacity,location_name,latitude,longitude,region,status,responsible_department,wind_speed,wind_direction,energy_produced
216,2024-06-01,11-50-00,Turbine C,2500,Location 3,40.7128,-74.006,Region C,Online,Operations,16.77409,NE,1047.36775
217,2024-06-01,12-00-00,Turbine A,2200,Location 1,34.0522,-118.2437,Region A,Online,Operations,13.40732,SE,1271.08171
218,2024-06-01,12-00-00,Turbine B,2000,Location 2,36.7783,-119.4179,Region B,Online,Operations,21.59264,N,739.76793
219,2024-06-01,12-00-00,Turbine C,2500,Location 3,40.7128,-74.006,Region C,Online,Operations,24.32682,NE,1413.48292
220,2024-06-01,12-10-00,Turbine A,2200,Location 1,34.0522,-118.2437,Region A,Online,Operations,5.91229,W,1822.84475
221,2024-06-01,12-10-00,Turbine B,2000,Location 2,36.7783,-119.4179,Region B,Online,Operations,24.22697,E,1704.03821
222,2024-06-01,12-10-00,Turbine C,2500,Location 3,40.7128,-74.006,Region C,Online,Operations,11.55144,W,1281.14216
223,2024-06-01,12-20-00,Turbine A,2200,Location 1,34.0522,-118.2437,Region A,Online,Operations,22.18017,NE,1138.91892
224,2024-06-01,12-20-00,Turbine B,2000,Location 2,36.7783,-119.4179,Region B,Online,Operations,24.50659,W,1788.1662
225,2024-06-01,12-20-00,Turbine C,2500,Location 3,40.7128,-74.006,Region C,Online,Operations,12.22551,SE,1357.76546
226,2024-06-01,12-30-00,Turbine A,2200,Location 1,34.0522,-118.2437,Region A,Online,Operations,22.70235,W,1065.1119
227,2024-06-01,12-30-00,Turbine B,2000,Location 2,36.7783,-119.4179,Region B,Reactive Maintenance,Maintenance,20.21323,NE,0.0
228,2024-06-01,12-30-00,Turbine C,2500,Location 3,40.7128,-74.006,Region C,Online,Operations,14.39398,N,749.07174
229,2024-06-01,12-40-00,Turbine A,2200,Location 1,34.0522,-118.2437,Region A,Preventive Maintenance,Maintenance,8.76376,S,0.0
230,2024-06-01,12-40-00,Turbine B,2000,Location 2,36.7783,-119.4179,Region B,Online,Operations,6.72803,W,1766.35244
231,2024-06-01,12-40-00,Turbine C,2500,Location 3,40.7128,-74.006,Region C,Online,Operations,11.8188,SW,618.45486
232,2024-06-01,12-50-00,Turbine A,2200,Location 1,34.0522,-118.2437,Region A,Online,Operations,24.43476,SE,956.29804
233,2024-06-01,12-50-00,Turbine B,2000,Location 2,36.7783,-119.4179,Region B,Online,Operations,11.76725,NW,1816.62618
234,2024-06-01,12-50-00,Turbine C,2500,Location 3,40.7128,-74.006,Region C,Online,Operations,8.53398,NW,676.28846
235,2024-06-01,13-00-00,Turbine A,2200,Location 1,34.0522,-118.2437,Region A,Reactive Maintenance,Maintenance,23.44891,SW,0.0
236,2024-06-01,13-00-00,Turbine B,2000,Location 2,36.7783,-119.4179,Region B,Preventive Maintenance,Maintenance,17.49826,NE,0.0
237,2024-06-01,13-00-00,Turbine C,2500,Location 3,40.7128,-74.006,Region C,Online,Operations,2.91983,N,1891.10383
238,2024-06-01,13-10-00,Turbine A,2200,Location 1,34.0522,-118.2437,Region A,Online,Operations,18.21839,NE,1563.55319
239,2024-06-01,13-10-00,Turbine B,2000,Location 2,36.7783,-119.4179,Region B,Reactive Maintenance,Maintenance,10.09453,SE,0.0
240,2024-06-01,13-10-00,Turbine C,2500,Location 3,40.7128,-74.006,Region C,Online,Operations,10.57991,SW,1432.49815
241,2024-06-01,13-20-00,Turbine A,2200,Location 1,34.0522,-118.2437,Region A,Online,Operations,22.1112,W,622.05758
242,2024-06-01,13-20-00,Turbine B,2000,Location 2,36.7783,-119.4179,Region B,Online,Operations,16.06053,SE,1617.84944
243,2024-06-01,13-20-00,Turbine C,2500,Location 3,40.7128,-74.006,Region C,Online,Operations,13.21656,NW,752.06378
244,2024-06-01,13-30-00,Turbine A,2200,Location 1,34.0522,-118.2437,Region A,Online,Operations,8.07965,NW,1898.59091
245,2024-06-01,13-30-00,Turbine B,2000,Location 2,36.7783,-119.4179,Region B,Online,Operations,21.74177,S,735.83315
246,2024-06-01,13-30-00,Turbine C,2500,Location 3,40.7128,-74.006,Region C,Online,Operations,18.72675,N,1591.83224
247,2024-06-01,13-40-00,Turbine A,2200,Location 1,34.0522,-118.2437,Region A,Online,Operations,20.67459,SW,585.98094
248,2024-06-01,13-40-00,Turbine B,2000,Location 2,36.7783,-119.4179,Region B,Online,Operations,13.89416,NW,1572.5789
249,2024-06-01,13-40-00,Turbine C,2500,Location 3,40.7128,-74.006,Region C,Online,Operations,5.97788,E,1502.90877
250,2024-06-01,13-50-00,Turbine A,2200,Location 1,34.0522,-118.2437,Region A,Online,Operations,15.54267,N,1599.9337
251,2024-06-01,13-50-00,Turbine B,2000,Location 2,36.7783,-119.4179,Region B,Online,Operations,10.59075,NE,1035.81114
252,2024-06-01,13-50-00,Turbine C,2500,Location 3,40.7128,-74.006,Region C,Reactive Maintenance,Maintenance,22.06296,W,0.0
253,2024-06-01,14-00-00,Turbine A,2200,Location 1,34.0522,-118.2437,Region A,Online,Operations,23.14867,W,1827.81091
254,2024-06-01,14-00-00,Turbine B,2000,Location 2,36.7783,-119.4179,Region B,Online,Operations,13.73294,N,1038.49292
255,2024-06-01,14-00-00,Turbine C,2500,Location 3,40.7128,-74.006,Region C,Preventive Maintenance,Maintenance,23.23602,SW,0.0
256,2024-06-01,14-10-00,Turbine A,2200,Location 1,34.0522,-118.2437,Region A,Online,Operations,4.44386,N,1944.79594
257,2024-06-01,14-10-00,Turbine B,2000,Location 2,36.7783,-119.4179,Region B,Online,Operations,7.90908,SW,1456.78362
258,2024-06-01,14-10-00,Turbine C,2500,Location 3,40.7128,-74.006,Region C,Online,Operations,10.25955,S,1299.00288
259,2024-06-01,14-20-00,Turbine A,2200,Location 1,34.0522,-118.2437,Region A,Online,Operations,9.28048,E,1694.59515
260,2024-06-01,14-20-00,Turbine B,2000,Location 2,36.7783,-119.4179,Region B,Online,Operations,8.86008,SW,1597.61628
261,2024-06-01,14-20-00,Turbine C,2500,Location 3,40.7128,-74.006,Region C,Online,Operations,8.66801,N,1063.99141
262,2024-06-01,14-30-00,Turbine A,2200,Location 1,34.0522,-118.2437,Region A,Online,Operations,17.74471,S,1656.30913
263,2024-06-01,14-30-00,Turbine B,2000,Location 2,36.7783,-119.4179,Region B,Online,Operations,5.25465,NW,1044.332
264,2024-06-01,14-30-00,Turbine C,2500,Location 3,40.7128,-74.006,Region C,Online,Operations,9.48183,NW,1351.769
265,2024-06-01,14-40-00,Turbine A,2200,Location 1,34.0522,-118.2437,Region A,Online,Operations,13.45813,E,1898.9983
266,2024-06-01,14-40-00,Turbine B,2000,Location 2,36.7783,-119.4179,Region B,Online,Operations,9.16418,NW,1716.25792
267,2024-06-01,14-40-00,Turbine C,2500,Location 3,40.7128,-74.006,Region C,Online,Operations,6.86346,SE,1363.30083
268,2024-06-01,14-50-00,Turbine A,2200,Location 1,34.0522,-118.2437,Region A,Online,Operations,19.04833,E,1001.71061
269,2024-06-01,14-50-00,Turbine B,2000,Location 2,36.7783,-119.4179,Region B,Online,Operations,4.66566,SW,1622.33595
270,2024-06-01,14-50-00,Turbine C,2500,Location 3,40.7128,-74.006,Region C,Online,Operations,4.0098,NW,1795.20597
271,2024-06-01,15-00-00,Turbine A,2200,Location 1,34.0522,-118.2437,Region A,Online,Operations,10.4621,NW,1983.1235
272,2024-06-01,15-00-00,Turbine B,2000,Location 2,36.7783,-119.4179,Region B,Online,Operations,23.73383,NW,1275.98913
273,2024-06-01,15-00-00,Turbine C,2500,Location 3,40.7128,-74.006,Region C,Online,Operations,22.72673,E,1421.65709
274,2024-06-01,15-10-00,Turbine A,2200,Location 1,34.0522,-118.2437,Region A,Online,Operations,7.61275,N,1659.66508
275,2024-06-01,15-10-00,Turbine B,2000,Location 2,36.7783,-119.4179,Region B,Online,Operations,22.77244,NW,1009.63457
276,2024-06-01,15-10-00,Turbine C,2500,Location 3,40.7128,-74.006,Region C,Online,Operations,15.44563,NW,1730.03365
277,2024-06-01,15-20-00,Turbine A,2200,Location 1,34.0522,-118.2437,Region A,Online,Operations,5.4715,NE,746.79908
278,2024-06-01,15-20-00,Turbine B,2000,Location 2,36.7783,-119.4179,Region B,Online,Operations,21.85995,NE,603.27795
279,2024-06-01,15-20-00,Turbine C,2500,Location 3,40.7128,-74.006,Region C,Online,Operations,11.09036,W,1255.62173
280,2024-06-01,15-30-00,Turbine A,2200,Location 1,34.0522,-118.2437,Region A,Online,Operations,11.01446,SE,1722.79909
281,2024-06-01,15-30-00,Turbine B,2000,Location 2,36.7783,-119.4179,Region B,Online,Operations,24.39783,SW,1837.37073
282,2024-06-01,15-30-00,Turbine C,2500,Location 3,40.7128,-74.006,Region C,Online,Operations,12.13788,E,1220.09133
283,2024-06-01,15-40-00,Turbine A,2200,Location 1,34.0522,-118.2437,Region A,Online,Operations,21.63294,SE,1243.42517
284,2024-06-01,15-40-00,Turbine B,2000,Location 2,36.7783,-119.4179,Region B,Online,Operations,20.0488,S,1188.45479
285,2024-06-01,15-40-00,Turbine C,2500,Location 3,40.7128,-74.006,Region C,Online,Operations,9.27952,E,1236.80156
286,2024-06-01,15-50-00,Turbine A,2200,Location 1,34.0522,-118.2437,Region A,Online,Operations,8.44262,S,1602.22066
287,2024-06-01,15-50-00,Turbine B,2000,Location 2,36.7783,-119.4179,Region B,Online,Operations,23.6007,W,1050.56937
288,2024-06-01,15-50-00,Turbine C,2500,Location 3,40.7128,-74.006,Region C,Online,Operations,12.74375,E,935.37206
289,2024-06-01,16-00-00,Turbine A,2200,Location 1,34.0522,-118.2437,Region A,Online,Operations,15.5945,S,514.52498
290,2024-06-01,16-00-00,Turbine B,2000,Location 2,36.7783,-119.4179,Region B,Online,Operations,18.37578,N,1883.44776
291,2024-06-01,16-00-00,Turbine C,2500,Location 3,40.7128,-74.006,Region C,Online,Operations,22.09814,SW,1152.23995
292,2024-06-01,16-10-00,Turbine A,2200,Location 1,34.0522,-118.2437,Region A,Online,Operations,11.54575,W,984.24431
293,2024-06-01,16-10-00,Turbine B,2000,Location 2,36.7783,-119.4179,Region B,Online,Operations,13.65785,E,845.61755
294,2024-06-01,16-10-00,Turbine C,2500,Location 3,40.7128,-74.006,Region C,Online,Operations,2.93634,NE,842.96983
295,2024-06-01,16-20-00,Turbine A,2200,Location 1,34.0522,-118.2437,Region A,Online,Operations,15.63625,W,1049.36648
296,2024-06-01,16-20-00,Turbine B,2000,Location 2,36.7783,-119.4179,Region B,Preventive Maintenance,Maintenance,14.55292,NW,0.0
297,2024-06-01,16-20-00,Turbine C,2500,Location 3,40.7128,-74.006,Region C,Online,Operations,13.96187,E,866.56411
298,2024-06-01,16-30-00,Turbine A,2200,Location 1,34.0522,-118.2437,Region A,Online,Operations,7.13571,N,661.20885
299,2024-06-01,16-30-00,Turbine B,2000,Location 2,36.7783,-119.4179,Region B,Online,Operations,12.50418,SW,1547.83611
300,2024-06-01,16-30-00,Turbine C,2500,Location 3,40.7128,-74.006,Region C,Online,Operations,24.95459,W,1382.9585
301,2024-06-01,16-40-00,Turbine A,2200,Location 1,34.0522,-118.2437,Region A,Online,Operations,7.42419,N,1759.70979
302,2024-06-01,16-40-00,Turbine B,2000,Location 2,36.7783,-119.4179,Region B,Online,Operations,5.08082,NE,1772.5179
303,2024-06-01,16-40-00,Turbine C,2500,Location 3,40.7128,-74.006,Region C,Online,Operations,6.26302,NE,693.04492
304,2024-06-01,16-50-00,Turbine A,2200,Location 1,34.0522,-118.2437,Region A,Online,Operations,7.8121,SE,1915.77629
305,2024-06-01,16-50-00,Turbine B,2000,Location 2,36.7783,-119.4179,Region B,Reactive Maintenance,Maintenance,18.54595,S,0.0
306,2024-06-01,16-50-00,Turbine C,2500,Location 3,40.7128,-74.006,Region C,Online,Operations,23.18742,S,690.94104
307,2024-06-01,17-00-00,Turbine A,2200,Location 1,34.0522,-118.2437,Region A,Online,Operations,5.2618,SE,1179.09574
308,2024-06-01,17-00-00,Turbine B,2000,Location 2,36.7783,-119.4179,Region B,Online,Operations,8.90436,W,1145.17398
309,2024-06-01,17-00-00,Turbine C,2500,Location 3,40.7128,-74.006,Region C,Online,Operations,21.62466,S,995.90079
310,2024-06-01,17-10-00,Turbine A,2200,Location 1,34.0522,-118.2437,Region A,Online,Operations,2.3189,SE,1225.6293
311,2024-06-01,17-10-00,Turbine B,2000,Location 2,36.7783,-119.4179,Region B,Online,Operations,20.94551,W,800.95651
312,2024-06-01,17-10-00,Turbine C,2500,Location 3,40.7128,-74.006,Region C,Preventive Maintenance,Maintenance,4.82123,SE,0.0
313,2024-06-01,17-20-00,Turbine A,2200,Location 1,34.0522,-118.2437,Region A,Online,Operations,18.21381,S,1528.1224
314,2024-06-01,17-20-00,Turbine B,2000,Location 2,36.7783,-119.4179,Region B,Online,Operations,14.65125,SW,624.93647
315,2024-06-01,17-20-00,Turbine C,2500,Location 3,40.7128,-74.006,Region C,Online,Operations,24.20688,SE,1461.36099
316,2024-06-01,17-30-00,Turbine A,2200,Location 1,34.0522,-118.2437,Region A,Online,Operations,22.93167,N,917.48795
317,2024-06-01,17-30-00,Turbine B,2000,Location 2,36.7783,-119.4179,Region B,Online,Operations,17.90469,SE,1096.98224
318,2024-06-01,17-30-00,Turbine C,2500,Location 3,40.7128,-74.006,Region C,Online,Operations,14.94779,SW,1281.01669
319,2024-06-01,17-40-00,Turbine A,2200,Location 1,34.0522,-118.2437,Region A,Online,Operations,19.81352,W,865.43529
320,2024-06-01,17-40-00,Turbine B,2000,Location 2,36.7783,-119.4179,Region B,Inspection,Maintenance,17.43566,NE,0.0
321,2024-06-01,17-40-00,Turbine C,2500,Location 3,40.7128,-74.006,Region C,Online,Operations,18.11968,N,877.44013
322,2024-06-01,17-50-00,Turbine A,2200,Location 1,34.0522,-118.2437,Region A,Online,Operations,20.09778,W,1632.35166
323,2024-06-01,17-50-00,Turbine B,2000,Location 2,36.7783,-119.4179,Region B,Online,Operations,4.30579,SE,1288.92641
324,2024-06-01,17-50-00,Turbine C,2500,Location 3,40.7128,-74.006,Region C,Online,Operations,23.97766,N,1328.65859
325,2024-06-01,18-00-00,Turbine A,2200,Location 1,34.0522,-118.2437,Region A,Online,Operations,23.37371,S,745.33819
326,2024-06-01,18-00-00,Turbine B,2000,Location 2,36.7783,-119.4179,Region B,Online,Operations,19.79534,W,1278.48488
327,2024-06-01,18-00-00,Turbine C,2500,Location 3,40.7128,-74.006,Region C,Online,Operations,12.86552,NE,1227.5458
328,2024-06-01,18-10-00,Turbine A,2200,Location 1,34.0522,-118.2437,Region A,Online,Operations,6.79972,E,745.52639
329,2024-06-01,18-10-00,Turbine B,2000,Location 2,36.7783,-119.4179,Region B,Online,Operations,8.0444,S,1967.2306
330,2024-06-01,18-10-00,Turbine C,2500,Location 3,40.7128,-74.006,Region C,Online,Operations,6.73946,W,1328.872
331,2024-06-01,18-20-00,Turbine A,2200,Location 1,34.0522,-118.2437,Region A,Online,Operations,24.13509,SE,801.64403
332,2024-06-01,18-20-00,Turbine B,2000,Location 2,36.7783,-119.4179,Region B,Online,Operations,10.35392,SW,1404.98449
333,2024-06-01,18-20-00,Turbine C,2500,Location 3,40.7128,-74.006,Region C,Online,Operations,15.41344,SW,1543.92029
334,2024-06-01,18-30-00,Turbine A,2200,Location 1,34.0522,-118.2437,Region A,Online,Operations,5.77934,N,1457.58516
335,2024-06-01,18-30-00,Turbine B,2000,Location 2,36.7783,-119.4179,Region B,Online,Operations,23.7999,W,1172.57851
336,2024-06-01,18-30-00,Turbine C,2500,Location 3,40.7128,-74.006,Region C,Online,Operations,3.58425,S,1088.47841
337,2024-06-01,18-40-00,Turbine A,2200,Location 1,34.0522,-118.2437,Region A,Online,Operations,17.72571,W,772.21448
338,2024-06-01,18-40-00,Turbine B,2000,Location 2,36.7783,-119.4179,Region B,Online,Operations,7.53128,N,1024.84652
339,2024-06-01,18-40-00,Turbine C,2500,Location 3,40.7128,-74.006,Region C,Online,Operations,2.56527,W,739.09056
340,2024-06-01,18-50-00,Turbine A,2200,Location 1,34.0522,-118.2437,Region A,Online,Operations,9.65511,NW,1933.35259
341,2024-06-01,18-50-00,Turbine B,2000,Location 2,36.7783,-119.4179,Region B,Online,Operations,21.01652,NE,507.97256
342,2024-06-01,18-50-00,Turbine C,2500,Location 3,40.7128,-74.006,Region C,Online,Operations,22.65842,SE,1139.00358
343,2024-06-01,19-00-00,Turbine A,2200,Location 1,34.0522,-118.2437,Region A,Online,Operations,4.3823,NE,624.31426
344,2024-06-01,19-00-00,Turbine B,2000,Location 2,36.7783,-119.4179,Region B,Online,Operations,21.37524,E,1885.18331
345,2024-06-01,19-00-00,Turbine C,2500,Location 3,40.7128,-74.006,Region C,Online,Operations,10.93329,W,1425.41077
346,2024-06-01,19-10-00,Turbine A,2200,Location 1,34.0522,-118.2437,Region A,Online,Operations,18.19121,SW,1084.32276
347,2024-06-01,19-10-00,Turbine B,2000,Location 2,36.7783,-119.4179,Region B,Online,Operations,23.72639,NE,1588.67557
348,2024-06-01,19-10-00,Turbine C,2500,Location 3,40.7128,-74.006,Region C,Online,Operations,20.33684,SW,1134.58166
349,2024-06-01,19-20-00,Turbine A,2200,Location 1,34.0522,-118.2437,Region A,Online,Operations,10.45193,SE,871.42669
350,2024-06-01,19-20-00,Turbine B,2000,Location 2,36.7783,-119.4179,Region B,Online,Operations,18.53657,NE,1724.22613
351,2024-06-01,19-20-00,Turbine C,2500,Location 3,40.7128,-74.006,Region C,Offline,Operations,8.35575,N,0.0
352,2024-06-01,19-30-00,Turbine A,2200,Location 1,34.0522,-118.2437,Region A,Online,Operations,16.88583,SE,1502.32734
353,2024-06-01,19-30-00,Turbine B,2000,Location 2,36.7783,-119.4179,Region B,Online,Operations,2.44764,W,951.96339
354,2024-06-01,19-30-00,Turbine C,2500,Location 3,40.7128,-74.006,Region C,Online,Operations,9.88718,SW,1790.46602
355,2024-06-01,19-40-00,Turbine A,2200,Location 1,34.0522,-118.2437,Region A,Online,Operations,9.91865,NW,1527.19873
356,2024-06-01,19-40-00,Turbine B,2000,Location 2,36.7783,-119.4179,Region B,Online,Operations,16.88601,SE,561.76969
357,2024-06-01,19-40-00,Turbine C,2500,Location 3,40.7128,-74.006,Region C,Online,Operations,20.57397,N,653.58493
358,2024-06-01,19-50-00,Turbine A,2200,Location 1,34.0522,-118.2437,Region A,Online,Operations,3.40052,SE,722.56841
359,2024-06-01,19-50-00,Turbine B,2000,Location 2,36.7783,-119.4179,Region B,Online,Operations,15.05693,NW,1271.6937
360,2024-06-01,19-50-00,Turbine C,2500,Location 3,40.7128,-74.006,Region C,Online,Operations,14.03739,E,1907.38421
361,2024-06-01,20-00-00,Turbine A,2200,Location 1,34.0522,-118.2437,Region A,Online,Operations,12.53888,NE,642.04585
362,2024-06-01,20-00-00,Turbine B,2000,Location 2,36.7783,-119.4179,Region B,Online,Operations,2.86329,E,657.10416
363,2024-06-01,20-00-00,Turbine C,2500,Location 3,40.7128,-74.006,Region C,Online,Operations,10.2257,W,1436.74621
364,2024-06-01,20-10-00,Turbine A,2200,Location 1,34.0522,-118.2437,Region A,Online,Operations,10.92789,NW,628.6919
365,2024-06-01,20-10-00,Turbine B,2000,Location 2,36.7783,-119.4179,Region B,Online,Operations,8.39668,N,1469.49378
366,2024-06-01,20-10-00,Turbine C,2500,Location 3,40.7128,-74.006,Region C,Online,Operations,6.62186,NW,1379.16191
367,2024-06-01,20-20-00,Turbine A,2200,Location 1,34.0522,-118.2437,Region A,Online,Operations,13.77786,NW,845.45838
368,2024-06-01,20-20-00,Turbine B,2000,Location 2,36.7783,-119.4179,Region B,Online,Operations,23.81419,NE,1093.4505
369,2024-06-01,20-20-00,Turbine C,2500,Location 3,40.7128,-74.006,Region C,Reactive Maintenance,Maintenance,15.76127,NE,0.0
370,2024-06-01,20-30-00,Turbine A,2200,Location 1,34.0522,-118.2437,Region A,Online,Operations,22.90087,N,1540.62053
371,2024-06-01,20-30-00,Turbine B,2000,Location 2,36.7783,-119.4179,Region B,Offline,Operations,7.96568,SE,0.0
372,2024-06-01,20-30-00,Turbine C,2500,Location 3,40.7128,-74.006,Region C,Inspection,Maintenance,13.50049,NW,0.0
373,2024-06-01,20-40-00,Turbine A,2200,Location 1,34.0522,-118.2437,Region A,Reactive Maintenance,Maintenance,24.52359,NW,0.0
374,2024-06-01,20-40-00,Turbine B,2000,Location 2,36.7783,-119.4179,Region B,Online,Operations,7.67127,E,1457.91377
375,2024-06-01,20-40-00,Turbine C,2500,Location 3,40.7128,-74.006,Region C,Online,Operations,2.82208,SE,646.844
376,2024-06-01,20-50-00,Turbine A,2200,Location 1,34.0522,-118.2437,Region A,Online,Operations,6.09238,SE,1690.35105
377,2024-06-01,20-50-00,Turbine B,2000,Location 2,36.7783,-119.4179,Region B,Online,Operations,20.41837,S,841.80607
378,2024-06-01,20-50-00,Turbine C,2500,Location 3,40.7128,-74.006,Region C,Online,Operations,8.13975,S,653.47522
379,2024-06-01,21-00-00,Turbine A,2200,Location 1,34.0522,-118.2437,Region A,Online,Operations,24.60877,W,1905.26703
380,2024-06-01,21-00-00,Turbine B,2000,Location 2,36.7783,-119.4179,Region B,Online,Operations,10.0589,SW,980.48943
381,2024-06-01,21-00-00,Turbine C,2500,Location 3,40.7128,-74.006,Region C,Preventive Maintenance,Maintenance,21.43854,S,0.0
382,2024-06-01,21-10-00,Turbine A,2200,Location 1,34.0522,-118.2437,Region A,Online,Operations,17.97875,SE,1490.80427
383,2024-06-01,21-10-00,Turbine B,2000,Location 2,36.7783,-119.4179,Region B,Online,Operations,24.90964,SE,861.04397
384,2024-06-01,21-10-00,Turbine C,2500,Location 3,40.7128,-74.006,Region C,Online,Operations,24.46552,SW,1693.18479
385,2024-06-01,21-20-00,Turbine A,2200,Location 1,34.0522,-118.2437,Region A,Online,Operations,23.57088,NE,878.7098
386,2024-06-01,21-20-00,Turbine B,2000,Location 2,36.7783,-119.4179,Region B,Online,Operations,17.81455,SE,1567.80568
